Year,Region,Crop_Type,Season,Price_per_kg
2011,Rivers,Beans,Wet,159.3775273254424
2011,Rivers,Maize,Dry,153.85462685735743
2011,Rivers,Cassava,Dry,140.322941717402
2011,Rivers,Rice,Dry,206.12739273297524
2011,Rivers,Yam,Dry,167.93877743222458
2011,Rivers,Sorghum,Dry,181.63175010671083
2011,Rivers,Millet,Dry,214.4621348741137
2011,Rivers,Groundnut,Dry,155.2896515107264
2011,Rivers,Beans,Dry,183.32597618534575
2011,Sokoto,Maize,Wet,164.7256960999207
2011,Sokoto,Cassava,Wet,197.98555519130346
2011,Sokoto,Rice,Wet,196.67077448417305
2011,Sokoto,Yam,Wet,129.8553624063078
2011,Sokoto,Sorghum,Wet,175.3087886321864
2011,Sokoto,Millet,Wet,168.48739259828673
2011,Sokoto,Groundnut,Wet,172.61736304567597
2011,Sokoto,Beans,Wet,159.8952017072136
2011,Sokoto,Maize,Dry,151.0957130589947
2011,Sokoto,Cassava,Dry,223.5092122463622
2011,Sokoto,Rice,Dry,189.9874303505377
2011,Sokoto,Yam,Dry,159.89300005758088
2011,Sokoto,Sorghum,Dry,194.13615096154908
2011,Sokoto,Millet,Dry,164.25252665737813
2011,Sokoto,Groundnut,Dry,161.27596810667657
2011,Sokoto,Beans,Dry,186.89741876711378
2011,Taraba,Maize,Wet,131.24521726207848
2011,Taraba,Cassava,Wet,182.18712392747042
2011,Taraba,Rice,Wet,172.92156683292546
2011,Taraba,Yam,Wet,144.36391202605404
2011,Taraba,Sorghum,Wet,137.90410206457724
2011,Taraba,Millet,Wet,155.58937006893063
2011,Taraba,Groundnut,Wet,152.3548534385155
2011,Taraba,Beans,Wet,195.9313475927423
2011,Taraba,Maize,Dry,128.1821952980802
2011,Taraba,Cassava,Dry,204.41727668661792
2011,Taraba,Rice,Dry,223.6163909941903
2011,Taraba,Yam,Dry,169.8592238733662
2011,Taraba,Sorghum,Dry,169.74060936017997
2011,Taraba,Millet,Dry,147.32213202830184
2011,Taraba,Groundnut,Dry,183.58755868561056
2011,Taraba,Beans,Dry,195.32524757504044
2011,Yobe,Maize,Wet,154.72899727682983
2011,Yobe,Cassava,Wet,130.70791980640485
2011,Yobe,Rice,Wet,221.97913748410718
2011,Yobe,Yam,Wet,129.20390388931355
2011,Yobe,Sorghum,Wet,145.7877028665804
2011,Yobe,Millet,Wet,165.95874484173467
2011,Yobe,Groundnut,Wet,129.47657551092178
2011,Yobe,Beans,Wet,144.161400378407
2011,Yobe,Maize,Dry,148.28299905386956
2011,Yobe,Cassava,Dry,176.31707894483336
2011,Yobe,Rice,Dry,205.35199374411675
2011,Yobe,Yam,Dry,161.67019861798335
2011,Yobe,Sorghum,Dry,174.81935252472874
2011,Yobe,Millet,Dry,190.1836321487234
2011,Yobe,Groundnut,Dry,177.67684212673288
2011,Yobe,Beans,Dry,205.75122615441956
2011,Zamfara,Maize,Wet,143.09825203339966
2011,Zamfara,Cassava,Wet,153.61929649372658
2011,Zamfara,Rice,Wet,209.86999384082674
2011,Zamfara,Yam,Wet,145.68209754253832
2011,Zamfara,Sorghum,Wet,124.61750735340834
2011,Zamfara,Millet,Wet,178.34431840820326
2011,Zamfara,Groundnut,Wet,175.79735677190152
2011,Zamfara,Beans,Wet,149.37240886812654
2011,Zamfara,Maize,Dry,142.4739697256357
2011,Zamfara,Cassava,Dry,216.44792271927656
2011,Zamfara,Rice,Dry,181.44871938283367
2011,Zamfara,Yam,Dry,193.727114929617
2011,Zamfara,Sorghum,Dry,168.2984720163848
2011,Zamfara,Millet,Dry,194.18978350762066
2011,Zamfara,Groundnut,Dry,176.13165406351138
2011,Zamfara,Beans,Dry,139.90497241516624
2012,Abia,Maize,Wet,153.83865666949063
2012,Abia,Cassava,Wet,169.56627309305213
2012,Abia,Rice,Wet,199.35498707329475
2012,Abia,Yam,Wet,168.05212664039507
2012,Abia,Sorghum,Wet,178.17966324076272
2012,Abia,Millet,Wet,169.49701906427612
2012,Abia,Groundnut,Wet,154.1583173541946
2012,Abia,Beans,Wet,145.60311739373054
2012,Abia,Maize,Dry,148.74093100096735
2012,Abia,Cassava,Dry,200.83309986167177
2012,Abia,Rice,Dry,204.9068569415777
2012,Abia,Yam,Dry,143.30255418139558
2012,Abia,Sorghum,Dry,149.2477244609265
2012,Abia,Millet,Dry,204.9087748573765
2012,Abia,Groundnut,Dry,175.000121103066
2012,Abia,Beans,Dry,192.39968105726737
2012,Adamawa,Maize,Wet,166.66996522320213
2012,Adamawa,Cassava,Wet,172.1771023673511
2012,Adamawa,Rice,Wet,230.34730109951894
2012,Adamawa,Yam,Wet,148.6938717078199
2012,Adamawa,Sorghum,Wet,154.94067392277137
2012,Adamawa,Millet,Wet,215.522329936875
2012,Adamawa,Groundnut,Wet,153.8531461895862
2012,Adamawa,Beans,Wet,170.07145138010983
2012,Adamawa,Maize,Dry,131.12102309390653
2012,Adamawa,Cassava,Dry,186.40542727752987
2012,Adamawa,Rice,Dry,207.80760365205478
2012,Adamawa,Yam,Dry,166.53956330952442
2012,Adamawa,Sorghum,Dry,171.48231650958365
2012,Adamawa,Millet,Dry,153.93488845015224
2012,Adamawa,Groundnut,Dry,177.90898140153985
2012,Adamawa,Beans,Dry,153.9108564782237
2012,Akwa Ibom,Maize,Wet,132.4311644073024
2012,Akwa Ibom,Cassava,Wet,191.78994198385246
2012,Akwa Ibom,Rice,Wet,203.6907570930702
2012,Akwa Ibom,Yam,Wet,166.6958570421906
2012,Akwa Ibom,Sorghum,Wet,138.98468405424882
2012,Akwa Ibom,Millet,Wet,162.22085517579765
2012,Akwa Ibom,Groundnut,Wet,191.0678583252223
2012,Akwa Ibom,Beans,Wet,178.32213388082803
2012,Akwa Ibom,Maize,Dry,155.806233509131
2012,Akwa Ibom,Cassava,Dry,176.6093321193086
2012,Akwa Ibom,Rice,Dry,172.051166529714
2012,Akwa Ibom,Yam,Dry,182.7068345425367
2012,Akwa Ibom,Sorghum,Dry,173.00307643400907
2012,Akwa Ibom,Millet,Dry,169.893049515188
2012,Akwa Ibom,Groundnut,Dry,211.037003530219
2012,Akwa Ibom,Beans,Dry,191.34283657112366
2012,Anambra,Maize,Wet,115.02328440878145
2012,Anambra,Cassava,Wet,146.09629411945554
2012,Anambra,Rice,Wet,200.38959130707698
2012,Anambra,Yam,Wet,164.47592185697968
2012,Anambra,Sorghum,Wet,185.0559367909329
2012,Anambra,Millet,Wet,161.39893037554015
2012,Anambra,Groundnut,Wet,167.92154322547248
2012,Anambra,Beans,Wet,184.84819204726722
2012,Anambra,Maize,Dry,152.07598657014486
2012,Anambra,Cassava,Dry,205.3473870289862
2012,Anambra,Rice,Dry,223.00685128662798
2012,Anambra,Yam,Dry,164.9682214159289
2012,Anambra,Sorghum,Dry,161.1806331409842
2012,Anambra,Millet,Dry,188.10974125949957
2012,Anambra,Groundnut,Dry,183.5540781638517
2012,Anambra,Beans,Dry,194.31542649315347
2012,Bauchi,Maize,Wet,150.0887600757473
2012,Bauchi,Cassava,Wet,178.3032318121546
2012,Bauchi,Rice,Wet,159.57187517235144
2012,Bauchi,Yam,Wet,138.9752890832445
2012,Bauchi,Sorghum,Wet,167.53554716835256
2012,Bauchi,Millet,Wet,136.4382454473921
2012,Bauchi,Groundnut,Wet,149.9654125311559
2012,Bauchi,Beans,Wet,153.52714494974362
2012,Bauchi,Maize,Dry,123.22330881401447
2012,Bauchi,Cassava,Dry,200.58664834963537
2012,Bauchi,Rice,Dry,197.02122306689796
2012,Bauchi,Yam,Dry,122.45137881440729
2012,Bauchi,Sorghum,Dry,174.30331190625725
2012,Bauchi,Millet,Dry,201.01899101239837
2012,Bauchi,Groundnut,Dry,154.81176854550023
2012,Bauchi,Beans,Dry,178.51031134213784
2012,Bayelsa,Maize,Wet,115.5691278136658
2012,Bayelsa,Cassava,Wet,134.28244758763807
2012,Bayelsa,Rice,Wet,175.34342137322523
2012,Bayelsa,Yam,Wet,165.34944515925588
2012,Bayelsa,Sorghum,Wet,172.06641914288028
2012,Bayelsa,Millet,Wet,178.94566041910605
2012,Bayelsa,Groundnut,Wet,187.54717630500784
2012,Bayelsa,Beans,Wet,142.38448278245045
2012,Bayelsa,Maize,Dry,135.04901465215625
2012,Bayelsa,Cassava,Dry,183.69025635871603
2012,Bayelsa,Rice,Dry,218.39677813973853
2012,Bayelsa,Yam,Dry,163.4999104657622
2012,Bayelsa,Sorghum,Dry,179.35409798491412
2012,Bayelsa,Millet,Dry,165.69443838481965
2012,Bayelsa,Groundnut,Dry,205.61417040625415
2012,Bayelsa,Beans,Dry,198.81120382195274
2012,Benue,Maize,Wet,117.7445918599483
2012,Benue,Cassava,Wet,171.9141329879256
2012,Benue,Rice,Wet,202.8740920121833
2012,Benue,Yam,Wet,156.00372615911596
2012,Benue,Sorghum,Wet,191.66831623683288
2012,Benue,Millet,Wet,155.08696752593832
2012,Benue,Groundnut,Wet,178.83994276363822
2012,Benue,Beans,Wet,127.76058841682973
2012,Benue,Maize,Dry,138.99630580661187
2012,Benue,Cassava,Dry,131.91941147612604
2012,Benue,Rice,Dry,216.36380084516668
2012,Benue,Yam,Dry,170.32227624427867
2012,Benue,Sorghum,Dry,177.32409071682855
2012,Benue,Millet,Dry,167.81057316804635
2012,Benue,Groundnut,Dry,153.03523314268912
2012,Benue,Beans,Dry,182.74862532773443
2012,Borno,Maize,Wet,135.6817425281439
2012,Borno,Cassava,Wet,136.8126171997166
2012,Borno,Rice,Wet,164.38726635790178
2012,Borno,Yam,Wet,145.501936845076
2012,Borno,Sorghum,Wet,155.81847418614012
2012,Borno,Millet,Wet,183.5362949711473
2012,Borno,Groundnut,Wet,156.30922711815157
2012,Borno,Beans,Wet,166.92607385747232
2012,Borno,Maize,Dry,136.14146061422508
2012,Borno,Cassava,Dry,174.4396641476662
2012,Borno,Rice,Dry,204.3450347597021
2012,Borno,Yam,Dry,180.08934958848914
2012,Borno,Sorghum,Dry,170.3982976012606
2012,Borno,Millet,Dry,187.94639090753637
2012,Borno,Groundnut,Dry,182.93350879831607
2012,Borno,Beans,Dry,189.57413188372468
2012,Cross River,Maize,Wet,140.02477628674234
2012,Cross River,Cassava,Wet,166.70409061332623
2012,Cross River,Rice,Wet,212.44851187714193
2012,Cross River,Yam,Wet,157.33828145124485
2012,Cross River,Sorghum,Wet,189.04596362114287
2012,Cross River,Millet,Wet,198.2242306759763
2012,Cross River,Groundnut,Wet,162.41358062601842
2012,Cross River,Beans,Wet,203.37039373075297
2012,Cross River,Maize,Dry,164.76113904004336
2012,Cross River,Cassava,Dry,176.07687181193157
2012,Cross River,Rice,Dry,196.87445386274186
2012,Cross River,Yam,Dry,182.5203766586882
2012,Cross River,Sorghum,Dry,181.2050645510871
2012,Cross River,Millet,Dry,172.80747077957432
2012,Cross River,Groundnut,Dry,155.07591651793012
2012,Cross River,Beans,Dry,183.44019569669808
2012,Delta,Maize,Wet,159.8611086653404
2012,Delta,Cassava,Wet,149.8607144893009
2012,Delta,Rice,Wet,177.15034765493044
2012,Delta,Yam,Wet,144.8822084958444
2012,Delta,Sorghum,Wet,192.1017638328044
2012,Delta,Millet,Wet,182.91860740443036
2012,Delta,Groundnut,Wet,143.63919250758528
2012,Delta,Beans,Wet,188.45192608601062
2012,Delta,Maize,Dry,159.55620773859286
2012,Delta,Cassava,Dry,150.66508969073092
2012,Delta,Rice,Dry,193.58367619389333
2012,Delta,Yam,Dry,162.45174211028296
2012,Delta,Sorghum,Dry,156.1655753694269
2012,Delta,Millet,Dry,180.19095953462107
2012,Delta,Groundnut,Dry,186.76374048874908
2012,Delta,Beans,Dry,191.52812073572346
2012,Ebonyi,Maize,Wet,130.18361642003424
2012,Ebonyi,Cassava,Wet,170.58910994526863
2012,Ebonyi,Rice,Wet,175.6441488156126
2012,Ebonyi,Yam,Wet,171.62361724720674
2012,Ebonyi,Sorghum,Wet,194.6904993839635
2012,Ebonyi,Millet,Wet,127.9711770534445
2012,Ebonyi,Groundnut,Wet,183.4113069200027
2012,Ebonyi,Beans,Wet,157.72940378971765
2012,Ebonyi,Maize,Dry,129.62327665844265
2012,Ebonyi,Cassava,Dry,192.3264051699616
2012,Ebonyi,Rice,Dry,197.40352719031895
2012,Ebonyi,Yam,Dry,173.8696019169709
2012,Ebonyi,Sorghum,Dry,151.95236827578918
2012,Ebonyi,Millet,Dry,186.72923066231212
2012,Ebonyi,Groundnut,Dry,160.57014221192117
2012,Ebonyi,Beans,Dry,178.0551913645396
2012,Edo,Maize,Wet,113.43065004315041
2012,Edo,Cassava,Wet,161.51704470548307
2012,Edo,Rice,Wet,202.4232928498995
2012,Edo,Yam,Wet,160.27932659235265
2012,Edo,Sorghum,Wet,208.40035084921823
2012,Edo,Millet,Wet,141.91115112232018
2012,Edo,Groundnut,Wet,138.8715626848745
2012,Edo,Beans,Wet,160.5562668900154
2012,Edo,Maize,Dry,125.15654453006107
2012,Edo,Cassava,Dry,206.50321619254873
2012,Edo,Rice,Dry,210.35182500707302
2012,Edo,Yam,Dry,159.18244217039538
2012,Edo,Sorghum,Dry,150.3506690829052
2012,Edo,Millet,Dry,180.20520013208713
2012,Edo,Groundnut,Dry,190.61896836540208
2012,Edo,Beans,Dry,211.9891392743883
2012,Ekiti,Maize,Wet,143.33533994474553
2012,Ekiti,Cassava,Wet,184.7542635082416
2012,Ekiti,Rice,Wet,194.8844716030728
2012,Ekiti,Yam,Wet,157.51956006398567
2012,Ekiti,Sorghum,Wet,134.40140534843152
2012,Ekiti,Millet,Wet,169.1553210333492
2012,Ekiti,Groundnut,Wet,170.01390435056294
2012,Ekiti,Beans,Wet,154.70674371266585
2012,Ekiti,Maize,Dry,120.33343971676231
2012,Ekiti,Cassava,Dry,201.05565652860565
2012,Ekiti,Rice,Dry,226.51544293179913
2012,Ekiti,Yam,Dry,157.44455944072726
2012,Ekiti,Sorghum,Dry,189.03234025378015
2012,Ekiti,Millet,Dry,182.71710982706352
2012,Ekiti,Groundnut,Dry,163.6113900937052
2012,Ekiti,Beans,Dry,149.71048622618204
2012,Enugu,Maize,Wet,140.3965410178243
2012,Enugu,Cassava,Wet,195.9409672727376
2012,Enugu,Rice,Wet,181.39349559923812
2012,Enugu,Yam,Wet,126.33226403890092
2012,Enugu,Sorghum,Wet,170.5166000025613
2012,Enugu,Millet,Wet,185.5096518962489
2012,Enugu,Groundnut,Wet,176.36297509405168
2012,Enugu,Beans,Wet,150.40626929888197
2012,Enugu,Maize,Dry,178.7970643957147
2012,Enugu,Cassava,Dry,216.0699214706397
2012,Enugu,Rice,Dry,201.81784554524353
2012,Enugu,Yam,Dry,175.52588881612135
2012,Enugu,Sorghum,Dry,202.8699732138535
2012,Enugu,Millet,Dry,172.09591529812235
2012,Enugu,Groundnut,Dry,163.50549650678664
2012,Enugu,Beans,Dry,160.65545935519728
2012,Gombe,Maize,Wet,159.21457615080385
2012,Gombe,Cassava,Wet,188.08727430239895
2012,Gombe,Rice,Wet,200.02030041257566
2012,Gombe,Yam,Wet,119.19531178950712
2012,Gombe,Sorghum,Wet,158.25419660352972
2012,Gombe,Millet,Wet,187.52558964533125
2012,Gombe,Groundnut,Wet,180.0738273891805
2012,Gombe,Beans,Wet,161.09365081315184
2012,Gombe,Maize,Dry,133.8049584173259
2012,Gombe,Cassava,Dry,165.83999032081948
2012,Gombe,Rice,Dry,217.25940110723957
2012,Gombe,Yam,Dry,172.1082491152543
2012,Gombe,Sorghum,Dry,174.701083913396
2012,Gombe,Millet,Dry,185.3261183136011
2012,Gombe,Groundnut,Dry,211.3243761639543
2012,Gombe,Beans,Dry,130.60423893996352
2012,Imo,Maize,Wet,132.50599304136904
2012,Imo,Cassava,Wet,169.01538539204972
2012,Imo,Rice,Wet,208.12551076592973
2012,Imo,Yam,Wet,156.2230193031968
2012,Imo,Sorghum,Wet,163.8910289826632
2012,Imo,Millet,Wet,163.747739861132
2012,Imo,Groundnut,Wet,175.70727349436893
2012,Imo,Beans,Wet,175.51860633766722
2012,Imo,Maize,Dry,161.4615812266537
2012,Imo,Cassava,Dry,188.13408353611896
2012,Imo,Rice,Dry,206.3019143596819
2012,Imo,Yam,Dry,139.21476583413516
2012,Imo,Sorghum,Dry,185.41017148791528
2012,Imo,Millet,Dry,169.0868824356195
2012,Imo,Groundnut,Dry,162.33503647691458
2012,Imo,Beans,Dry,163.95161107585864
2012,Jigawa,Maize,Wet,172.7818399175632
2012,Jigawa,Cassava,Wet,140.08130093544725
2012,Jigawa,Rice,Wet,209.6042265724901
2012,Jigawa,Yam,Wet,165.83978886135807
2012,Jigawa,Sorghum,Wet,129.2452969758791
2012,Jigawa,Millet,Wet,151.5739963483873
2012,Jigawa,Groundnut,Wet,141.70347994733652
2012,Jigawa,Beans,Wet,179.7527411083702
2012,Jigawa,Maize,Dry,158.90823256932933
2012,Jigawa,Cassava,Dry,168.59452176002353
2012,Jigawa,Rice,Dry,191.50781740131305
2012,Jigawa,Yam,Dry,207.30313627893113
2012,Jigawa,Sorghum,Dry,226.66842202749947
2012,Jigawa,Millet,Dry,174.74122395088557
2012,Jigawa,Groundnut,Dry,199.85942498558717
2012,Jigawa,Beans,Dry,161.2066805958662
2012,Kaduna,Maize,Wet,118.07174286656186
2012,Kaduna,Cassava,Wet,154.50005901000054
2012,Kaduna,Rice,Wet,174.2319101762527
2012,Kaduna,Yam,Wet,134.97795804011295
2012,Kaduna,Sorghum,Wet,164.60109138434265
2012,Kaduna,Millet,Wet,177.08822606991524
2012,Kaduna,Groundnut,Wet,161.59050872580144
2012,Kaduna,Beans,Wet,172.1408641637364
2012,Kaduna,Maize,Dry,113.17298158155201
2012,Kaduna,Cassava,Dry,182.23542341051902
2012,Kaduna,Rice,Dry,240.2478562377315
2012,Kaduna,Yam,Dry,174.77518965723303
2012,Kaduna,Sorghum,Dry,186.15524824819056
2012,Kaduna,Millet,Dry,200.9406299862082
2012,Kaduna,Groundnut,Dry,204.68745804060765
2012,Kaduna,Beans,Dry,174.88722712678185
2012,Kano,Maize,Wet,136.11406144091183
2012,Kano,Cassava,Wet,182.468468953252
2012,Kano,Rice,Wet,171.94142443975778
2012,Kano,Yam,Wet,169.22075398462385
2012,Kano,Sorghum,Wet,204.0121046943325
2012,Kano,Millet,Wet,142.18588355162316
2012,Kano,Groundnut,Wet,140.7807350509978
2012,Kano,Beans,Wet,190.75698472154994
2012,Kano,Maize,Dry,163.33197090675466
2012,Kano,Cassava,Dry,183.20806342291175
2012,Kano,Rice,Dry,187.32181407114575
2012,Kano,Yam,Dry,163.1341479176265
2012,Kano,Sorghum,Dry,181.88625270589193
2012,Kano,Millet,Dry,168.45215109805358
2012,Kano,Groundnut,Dry,184.92804958710633
2012,Kano,Beans,Dry,203.25117734861058
2012,Katsina,Maize,Wet,152.00661703456984
2012,Katsina,Cassava,Wet,160.66097531646406
2012,Katsina,Rice,Wet,178.82821295693174
2012,Katsina,Yam,Wet,116.07529233464066
2012,Katsina,Sorghum,Wet,177.11546498582578
2012,Katsina,Millet,Wet,164.432316586128
2012,Katsina,Groundnut,Wet,193.35090445532452
2012,Katsina,Beans,Wet,160.29089949094927
2012,Katsina,Maize,Dry,169.606701128126
2012,Katsina,Cassava,Dry,166.95011676499837
2012,Katsina,Rice,Dry,220.05335694555038
2012,Katsina,Yam,Dry,162.74282227823508
2012,Katsina,Sorghum,Dry,176.8211158357361
2012,Katsina,Millet,Dry,188.72814647219658
2012,Katsina,Groundnut,Dry,185.70927530845233
2012,Katsina,Beans,Dry,169.92942848257243
2012,Kebbi,Maize,Wet,144.94092308572615
2012,Kebbi,Cassava,Wet,154.51490351081029
2012,Kebbi,Rice,Wet,174.9319733937424
2012,Kebbi,Yam,Wet,171.0537431464056
2012,Kebbi,Sorghum,Wet,156.58353603144784
2012,Kebbi,Millet,Wet,172.8447079104463
2012,Kebbi,Groundnut,Wet,157.83032982751925
2012,Kebbi,Beans,Wet,137.16761232107626
2012,Kebbi,Maize,Dry,151.45250122010168
2012,Kebbi,Cassava,Dry,168.93277177036762
2012,Kebbi,Rice,Dry,214.6128278728341
2012,Kebbi,Yam,Dry,177.81664756257078
2012,Kebbi,Sorghum,Dry,175.0926974663766
2012,Kebbi,Millet,Dry,178.78558658323186
2012,Kebbi,Groundnut,Dry,185.8546041364455
2012,Kebbi,Beans,Dry,170.08821482868797
2012,Kogi,Maize,Wet,127.43408161124466
2012,Kogi,Cassava,Wet,195.9840042725983
2012,Kogi,Rice,Wet,227.47738057222102
2012,Kogi,Yam,Wet,115.92482235048078
2012,Kogi,Sorghum,Wet,184.8117284909188
2012,Kogi,Millet,Wet,151.20646376009546
2012,Kogi,Groundnut,Wet,178.4159561603346
2012,Kogi,Beans,Wet,155.69865847063917
2012,Kogi,Maize,Dry,143.85040577437758
2012,Kogi,Cassava,Dry,184.93374581189897
2012,Kogi,Rice,Dry,192.5833208600102
2012,Kogi,Yam,Dry,153.66915772474016
2012,Kogi,Sorghum,Dry,201.35911326706122
2012,Kogi,Millet,Dry,156.89873832705845
2012,Kogi,Groundnut,Dry,184.9081753536328
2012,Kogi,Beans,Dry,171.0435051971832
2012,Kwara,Maize,Wet,199.74535842514757
2012,Kwara,Cassava,Wet,168.98754639947376
2012,Kwara,Rice,Wet,178.32844347502612
2012,Kwara,Yam,Wet,160.20085097321632
2012,Kwara,Sorghum,Wet,167.36926700234037
2012,Kwara,Millet,Wet,187.07620693285875
2012,Kwara,Groundnut,Wet,176.45572276666314
2012,Kwara,Beans,Wet,162.0339153148989
2012,Kwara,Maize,Dry,130.0908315994743
2012,Kwara,Cassava,Dry,198.99438190340237
2012,Kwara,Rice,Dry,208.49323011021264
2012,Kwara,Yam,Dry,153.43912948778953
2012,Kwara,Sorghum,Dry,181.86441003376973
2012,Kwara,Millet,Dry,185.8294337374654
2012,Kwara,Groundnut,Dry,148.17848315996469
2012,Kwara,Beans,Dry,159.39482587719797
2012,Lagos,Maize,Wet,114.37288741571456
2012,Lagos,Cassava,Wet,169.71710812673152
2012,Lagos,Rice,Wet,208.68710556909863
2012,Lagos,Yam,Wet,180.08880630855765
2012,Lagos,Sorghum,Wet,174.91307993347914
2012,Lagos,Millet,Wet,188.72685952347823
2012,Lagos,Groundnut,Wet,175.8249059960497
2012,Lagos,Beans,Wet,161.58788813787515
2012,Lagos,Maize,Dry,165.4207491375201
2012,Lagos,Cassava,Dry,140.7041964303147
2012,Lagos,Rice,Dry,212.60301565297743
2012,Lagos,Yam,Dry,176.93363109585366
2012,Lagos,Sorghum,Dry,186.94616737300643
2012,Lagos,Millet,Dry,171.34437908501596
2012,Lagos,Groundnut,Dry,193.95905833462768
2012,Lagos,Beans,Dry,172.03570533386767
2012,Nasarawa,Maize,Wet,140.67046523692215
2012,Nasarawa,Cassava,Wet,178.8912404787899
2012,Nasarawa,Rice,Wet,196.106949471259
2012,Nasarawa,Yam,Wet,131.9436386027765
2012,Nasarawa,Sorghum,Wet,135.07076126831913
2012,Nasarawa,Millet,Wet,146.1456951043421
2012,Nasarawa,Groundnut,Wet,198.84401463353615
2012,Nasarawa,Beans,Wet,163.92410687432906
2012,Nasarawa,Maize,Dry,155.92920083561754
2012,Nasarawa,Cassava,Dry,169.25310925885805
2012,Nasarawa,Rice,Dry,232.21702082900126
2012,Nasarawa,Yam,Dry,121.68576008560939
2012,Nasarawa,Sorghum,Dry,170.8439116913041
2012,Nasarawa,Millet,Dry,221.96340057858464
2012,Nasarawa,Groundnut,Dry,182.7265964265857
2012,Nasarawa,Beans,Dry,190.05970252991915
2012,Niger,Maize,Wet,121.37809612354923
2012,Niger,Cassava,Wet,200.4649404983952
2012,Niger,Rice,Wet,185.00362288223397
2012,Niger,Yam,Wet,178.09239551957307
2012,Niger,Sorghum,Wet,143.60753117675424
2012,Niger,Millet,Wet,166.5121478498297
2012,Niger,Groundnut,Wet,139.79501856916738
2012,Niger,Beans,Wet,134.09599717279383
2012,Niger,Maize,Dry,139.61159885866155
2012,Niger,Cassava,Dry,189.57902491940615
2012,Niger,Rice,Dry,214.04381129953774
2012,Niger,Yam,Dry,191.48028389347877
2012,Niger,Sorghum,Dry,220.25781473562495
2012,Niger,Millet,Dry,145.99211965821524
2012,Niger,Groundnut,Dry,173.10468900822568
2012,Niger,Beans,Dry,187.72262895151303
2012,Ogun,Maize,Wet,126.8410567678059
2012,Ogun,Cassava,Wet,176.44891674249163
2012,Ogun,Rice,Wet,220.56120039246773
2012,Ogun,Yam,Wet,155.10113153513427
2012,Ogun,Sorghum,Wet,155.46425479340732
2012,Ogun,Millet,Wet,185.58434590790813
2012,Ogun,Groundnut,Wet,162.46615782151665
2012,Ogun,Beans,Wet,170.140297329639
2012,Ogun,Maize,Dry,135.4490568149082
2012,Ogun,Cassava,Dry,205.54074210905316
2012,Ogun,Rice,Dry,194.22053256034883
2012,Ogun,Yam,Dry,209.26887800829553
2012,Ogun,Sorghum,Dry,186.64415064692818
2012,Ogun,Millet,Dry,191.72322061123828
2012,Ogun,Groundnut,Dry,173.06354033621096
2012,Ogun,Beans,Dry,182.30942309760732
2012,Ondo,Maize,Wet,127.13805653959412
2012,Ondo,Cassava,Wet,194.66905223305676
2012,Ondo,Rice,Wet,150.63507536672773
2012,Ondo,Yam,Wet,159.96569005977818
2012,Ondo,Sorghum,Wet,174.10717034879738
2012,Ondo,Millet,Wet,171.20351095471764
2012,Ondo,Groundnut,Wet,175.07474494041722
2012,Ondo,Beans,Wet,147.22936336024395
2012,Ondo,Maize,Dry,141.71582741997952
2012,Ondo,Cassava,Dry,179.5207229370906
2012,Ondo,Rice,Dry,209.5241482087057
2012,Ondo,Yam,Dry,168.06247507474808
2012,Ondo,Sorghum,Dry,210.37536510162738
2012,Ondo,Millet,Dry,204.22098493651075
2012,Ondo,Groundnut,Dry,180.8511709706978
2012,Ondo,Beans,Dry,143.3208691393554
2012,Osun,Maize,Wet,156.3309356922429
2012,Osun,Cassava,Wet,190.88203064396848
2012,Osun,Rice,Wet,221.16131475089458
2012,Osun,Yam,Wet,152.6519687504954
2012,Osun,Sorghum,Wet,199.66616396726363
2012,Osun,Millet,Wet,156.19913640140345
2012,Osun,Groundnut,Wet,192.7596206200745
2012,Osun,Beans,Wet,160.7754780541897
2012,Osun,Maize,Dry,140.7522074050663
2012,Osun,Cassava,Dry,252.48580948044702
2012,Osun,Rice,Dry,216.87318647978782
2012,Osun,Yam,Dry,190.52831602019933
2012,Osun,Sorghum,Dry,183.2076119599547
2012,Osun,Millet,Dry,177.7589677918535
2012,Osun,Groundnut,Dry,167.93171975332774
2012,Osun,Beans,Dry,165.7444372843942
2012,Oyo,Maize,Wet,131.12211235201562
2012,Oyo,Cassava,Wet,184.52567146002272
2012,Oyo,Rice,Wet,216.97123461120754
2012,Oyo,Yam,Wet,140.2398667101882
2012,Oyo,Sorghum,Wet,186.79220752741836
2012,Oyo,Millet,Wet,127.19251764487055
2012,Oyo,Groundnut,Wet,176.84333525890702
2012,Oyo,Beans,Wet,193.9736118812708
2012,Oyo,Maize,Dry,165.10783554655518
2012,Oyo,Cassava,Dry,169.87017529477362
2012,Oyo,Rice,Dry,230.78632486166484
2012,Oyo,Yam,Dry,163.89211757938386
2012,Oyo,Sorghum,Dry,168.02808513025064
2012,Oyo,Millet,Dry,190.86406006169935
2012,Oyo,Groundnut,Dry,220.34702074822695
2012,Oyo,Beans,Dry,206.76145848612032
2012,Plateau,Maize,Wet,138.02227869730723
2012,Plateau,Cassava,Wet,125.61911935910724
2012,Plateau,Rice,Wet,219.27766710202476
2012,Plateau,Yam,Wet,189.52938932887804
2012,Plateau,Sorghum,Wet,199.6891228581365
2012,Plateau,Millet,Wet,211.92407786655528
2012,Plateau,Groundnut,Wet,151.33765350420347
2012,Plateau,Beans,Wet,132.41574211955225
2012,Plateau,Maize,Dry,166.38915642309124
